,Price,margin_long,margin_short,pnl_long,pnl_short,state_long,state_short,risk_long,risk_short,Balance
164.329,166.23950000000002,332.49,353.19,0.4370000000000118,-0.4370000000000118,,,0.9698053330688773,1.0301829997491556,9989.648
164.43,166.6364125,333.28,352.4,0.7938249999999698,-0.7938249999999698,,,0.9718179219582199,1.028170410859813,9990.438
163.907,166.2994775,332.61,353.07,-0.6738700000000222,0.6738700000000222,,,0.9716720821836298,1.028316250634403,9989.768
163.559,165.6495,331.31,354.37,-1.2999550000000113,1.2999550000000113,,,0.9690177982860911,1.0309705345319418,9988.467999999999
162.611,165.3670275,330.75,354.93,-0.5649449999999661,0.5649449999999661,,,0.9676469044049446,1.0323414284130883,9987.908
162.852,165.37863,330.77,354.91,0.02320499999996173,-0.02320499999996173,,,0.9630675354828172,1.0369207973352157,9987.928
162.21,164.5999275,329.21,356.47,-1.5574049999999602,1.5574049999999602,,,0.962104992970523,1.03788333984751,9986.367999999999
161.69,164.3399275,328.69,356.99,-0.5200000000000387,0.5200000000000387,,,0.9602382438557703,1.0397500889622626,9985.848
161.852,164.41250000000002,328.84,356.84,0.14514500000007047,-0.14514500000007047,,,0.9610841145483926,1.0389042182696404,9985.998
160.523,164.11345749999998,328.24,357.44,-0.5980850000000828,0.5980850000000828,,,0.9615216338721627,1.0384666989458702,9985.398
162.154,164.71911,329.45,356.23,1.2113050000000385,-1.2113050000000385,,,0.9574089522287235,1.0425793805893093,9986.608
162.66,164.8644225,329.74,355.94,0.29062499999997726,-0.29062499999997726,,,0.9585756704254438,1.041412662392589,9986.898
162.837,164.69409249999998,329.4,356.28,-0.34066000000001395,0.34066000000001395,,,0.9614632979623267,1.0385250348557062,9986.557999999999
161.228,163.461,326.93,358.75,-2.466184999999939,2.466184999999939,,,0.9584298306508537,1.041558502167179,9984.088
161.025,163.23149999999998,326.47,359.21,-0.45900000000006,0.45900000000006,,,0.9546088285565946,1.0453795042614382,9983.627999999999
161.838,163.5283775,327.06,358.62,0.5937550000000442,-0.5937550000000442,,,0.9539671335483985,1.0460211992696344,9984.217999999999
162.531,164.10459249999997,328.21,357.47,1.1524299999999243,-1.1524299999999243,,,0.955775546753315,1.044212786064718,9985.367999999999
162.668,163.45850000000002,326.92,358.76,-1.292184999999904,1.292184999999904,,,0.9561547301672491,1.0438336026507837,9984.078
162.067,163.0625,326.13,359.55,-0.79200000000003,0.79200000000003,,,0.9512545137410235,1.0487338190770092,9983.287999999999
162.343,162.975425,325.96,359.72,-0.17414999999999736,0.17414999999999736,,,0.9531212628557761,1.0468670699622569,9983.117999999999
160.589,162.44965000000002,324.91,360.77,-1.0515499999999633,1.0515499999999633,,,0.9455084266221759,1.054479906195857,9982.068
161.436,162.4716775,324.95,360.73,0.044054999999957545,-0.044054999999957545,,,0.9478126950606985,1.0521756377573344,9982.108
161.388,162.71632499999998,325.44,360.24,0.48929499999997006,-0.48929499999997006,,,0.9475793514213545,1.0524089813966784,9982.598
161.381,161.70937,323.37,362.31,-0.7303749999999809,0.7303749999999809,,,0.9432041581836532,1.0567841746343798,9980.528
160.854,161.7976025,323.6,362.08,-0.6377949999999828,0.6377949999999828,,,0.9438750211467675,1.0561133116712655,9980.758
161.764,162.6570125,325.32,360.36,1.7188199999999938,-1.7188199999999938,,,0.9438750211467675,1.0561133116712655,9982.478
160.239,161.45350000000002,322.91,362.77,-2.407024999999976,2.407024999999976,,,0.9463251293598801,1.0536632034581528,9980.068
160.091,161.75122749999997,323.51,362.17,0.5954549999999017,-0.5954549999999017,,,0.9413957449787366,1.0585925878392963,9980.668
161.075,162.0451875,324.1,361.58,0.5879200000000537,-0.5879200000000537,,,0.9433791659131612,1.0566091669048716,9981.258
161.293,161.68,323.37,362.31,-0.7303749999999809,0.7303749999999809,,,0.9434666697779152,1.0565216630401177,9980.528
161.584,161.71535,323.44,362.24,0.070699999999988,-0.070699999999988,,,0.9434083338680792,1.0565799989499538,9980.598
161.88,161.88,323.77,361.91,0.32929999999998927,-0.32929999999998927,,,0.9443708763803734,1.0556174564376595,9980.928
161.727,161.88,323.77,361.91,0.0,-0.0,,,,,9980.928
